Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS
Robbie Grossman,KC,OF,35,16.0,32,2,4,0,0,0,2,0,0,5,13,0.0,0.0,1,0.125,0.263,0.125,0.388
Travis Blankenhorn,WSH,3B,28,13.0,31,2,4,1,0,0,5,0,0,1,9,0.0,0.0,0,0.129,0.156,0.161,0.317
Johnathan Rodriguez,CLE,OF,25,13.0,31,6,4,1,0,0,5,0,0,9,14,0.0,0.0,0,0.129,0.325,0.161,0.486
Nick Senzel,CWS,OF,29,10.0,30,0,3,1,0,0,0,0,0,1,8,1.0,0.0,0,0.1,0.129,0.133,0.262
Nacho Alvarez,ATL,SS,21,8.0,30,1,3,0,0,0,0,0,0,0,10,0.0,0.0,2,0.1,0.156,0.1,0.256
Luis De Los Santos,TOR,3B,26,13.0,29,2,5,2,0,0,1,0,0,2,10,0.0,0.0,0,0.172,0.226,0.241,0.467
Forrest Wall,ATL,OF,29,13.0,29,3,7,0,0,0,1,3,3,3,6,0.0,0.0,0,0.241,0.313,0.241,0.554
Aledmys Diaz,OAK,SS,34,12.0,29,2,3,0,0,0,1,0,0,1,7,0.0,,0,0.103,0.133,0.103,0.236
Jason Vosler,SEA,3B,31,10.0,28,2,5,1,1,0,3,0,0,2,9,,0.0,0,0.179,0.233,0.286,0.519
Keston Hiura,LAA,1B,28,10.0,27,1,4,0,0,0,1,0,1,0,10,0.0,0.0,0,0.148,0.148,0.148,0.296
Owen Miller,MIL,2B,28,14.0,27,2,5,1,0,0,3,0,0,0,8,0.0,0.0,0,0.185,0.185,0.222,0.407
Dominic Smith,CIN,1B,29,9.0,26,4,5,2,0,0,0,0,0,3,11,0.0,0.0,0,0.192,0.276,0.269,0.545
Ehire Adrianza,LAA,OF,35,8.0,26,4,5,1,0,1,2,0,0,2,11,0.0,0.0,0,0.192,0.25,0.346,0.596
Matt Mervis,CHC,DH,26,9.0,26,1,3,1,0,0,3,0,0,1,8,0.0,,0,0.115,0.148,0.154,0.302
Joey Wiemer,MIL,OF,26,19.0,26,2,4,0,0,0,0,1,1,1,9,0.0,0.0,0,0.154,0.185,0.154,0.339
Blake Dunn,CIN,OF,26,19.0,26,8,4,1,0,1,1,2,0,2,11,0.0,0.0,1,0.154,0.241,0.308,0.549
Trenton Brooks,SF,1B,29,12.0,25,3,3,0,0,0,1,1,0,4,6,0.0,0.0,0,0.12,0.241,0.12,0.361
Cesar Salazar,HOU,C,28,12.0,25,5,8,2,0,0,8,0,0,2,6,1.0,2.0,2,0.32,0.387,0.4,0.787
Billy McKinney,PIT,OF,30,10.0,25,4,5,1,0,0,2,0,0,2,13,0.0,0.0,1,0.2,0.286,0.24,0.526
Kevin Pillar,CWS,OF,36,17.0,25,1,4,2,0,1,4,2,0,4,8,1.0,,1,0.16,0.29,0.36,0.65
Victor Robles,WSH,OF,27,14.0,25,3,3,0,0,0,2,4,1,5,9,1.0,1.0,1,0.12,0.281,0.12,0.401
Alexander Canario,CHC,OF,24,15.0,25,4,7,1,0,1,2,1,0,2,11,0.0,0.0,1,0.28,0.357,0.44,0.797
Cal Stevenson,PHI,OF,28,18.0,24,2,6,3,0,0,6,0,0,3,4,0.0,0.0,0,0.25,0.333,0.375,0.708
Ben Gamel,NYM,OF,32,18.0,23,9,5,1,0,0,0,1,0,7,7,0.0,0.0,0,0.217,0.4,0.261,0.661
Jace Peterson,ARI,3B,34,14.0,22,2,1,0,0,0,1,0,0,3,6,0.0,1.0,0,0.045,0.154,0.045,0.199
Donovan Walton,SF,SS,30,9.0,22,3,3,0,0,1,2,0,0,2,7,0.0,0.0,1,0.136,0.24,0.273,0.513
Grae Kessinger,HOU,SS,27,,21,4,0,0,0,0,0,0,0,3,7,0.0,0.0,1,0.0,0.16,0.0,0.16
Tristan Gray,OAK,1B,28,8.0,21,0,3,1,0,0,0,0,0,3,13,0.0,0.0,0,0.143,0.25,0.19,0.44
Charles Leblanc,LAA,3B,28,11.0,21,6,4,0,0,2,6,0,0,7,9,0.0,0.0,0,0.19,0.393,0.476,0.869
Elias Diaz,SD,C,34,12.0,21,1,4,2,0,1,3,0,0,3,5,0.0,0.0,0,0.19,0.292,0.429,0.721
Luis Guillorme,ATL,2B,30,10.0,20,2,3,2,0,0,3,0,0,1,5,0.0,0.0,0,0.15,0.19,0.25,0.44
Jonatan Clase,TOR,OF,22,7.0,20,3,7,1,0,1,2,0,1,1,3,0.0,0.0,2,0.35,0.435,0.55,0.985
Pedro Leon,HOU,OF,26,7.0,20,2,2,0,0,0,0,2,0,1,10,0.0,0.0,0,0.1,0.143,0.1,0.243
Austin Wynns,CIN,C,34,7.0,19,3,7,4,0,0,2,0,0,0,5,0.0,0.0,1,0.368,0.4,0.579,0.979
J.D. Davis,NYY,3B,31,7.0,19,1,2,1,0,0,1,0,0,3,9,0.0,0.0,0,0.105,0.227,0.158,0.385
Austin Slater,CIN,OF,32,8.0,18,2,2,0,0,0,3,0,0,2,6,0.0,1.0,0,0.111,0.19,0.111,0.301
Bubba Thompson,CIN,OF,26,17.0,18,5,2,1,0,0,0,5,0,0,11,0.0,0.0,0,0.111,0.111,0.167,0.278
Mickey Gasper,BOS,C,29,13.0,18,1,0,0,0,0,0,0,0,4,8,0.0,0.0,1,0.0,0.217,0.0,0.217
Isaac Collins,MIL,OF,27,11.0,17,0,2,0,0,0,0,1,0,2,10,0.0,0.0,0,0.118,0.211,0.118,0.329
Jorge Barrosa,ARI,OF,24,8.0,17,3,3,2,0,0,1,1,0,0,2,1.0,0.0,0,0.176,0.176,0.294,0.47
Drew Waters,KC,OF,26,7.0,16,2,3,1,0,0,1,0,0,2,6,0.0,0.0,1,0.188,0.316,0.25,0.566
Brett Sullivan,SD,C,31,7.0,16,1,3,0,0,1,2,0,0,1,4,0.0,0.0,0,0.188,0.235,0.375,0.61
Niko Goodrum,TB,SS,32,9.0,16,1,3,0,0,0,0,0,1,1,6,1.0,0.0,0,0.188,0.235,0.188,0.423
Sam Haggerty,SEA,OF,30,8.0,15,1,1,0,0,0,1,1,0,1,4,0.0,0.0,0,0.067,0.125,0.067,0.192
Jason Delay,PIT,C,29,7.0,15,1,3,3,0,0,6,0,0,3,0,1.0,0.0,0,0.2,0.333,0.4,0.733
Kameron Misner,TB,OF,27,8.0,15,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0,0.067,0.067,0.067,0.134
Rafael Ortega,CWS,OF,33,14.0,14,4,1,0,0,0,1,2,0,2,4,0.0,1.0,0,0.071,0.176,0.071,0.247
Jakson Reetz,SF,C,29,6.0,14,1,2,1,0,1,1,0,0,1,5,0.0,0.0,0,0.143,0.2,0.429,0.629
Darren Baker,WSH,2B,26,9.0,14,1,7,2,0,0,0,0,0,0,3,0.0,0.0,0,0.5,0.5,0.643,1.143
Carlos Narvaez,NYY,C,26,6.0,13,0,3,0,0,0,0,0,0,2,6,0.0,0.0,0,0.231,0.333,0.231,0.564
Niko Goodrum,LAA,SS,32,4.0,13,1,0,0,0,0,0,1,0,2,4,0.0,0.0,0,0.0,0.133,0.0,0.133
DaShawn Keirsey,MIN,OF,27,6.0,13,1,2,0,0,1,1,0,0,0,1,,0.0,1,0.154,0.214,0.385,0.599
Derek Hill,SF,OF,29,5.0,12,3,3,0,1,0,2,0,0,1,3,0.0,0.0,0,0.25,0.308,0.417,0.725
Hunter Feduccia,LAD,C,27,5.0,12,2,4,0,0,0,1,0,0,2,2,0.0,0.0,0,0.333,0.429,0.333,0.762
Luis Vazquez,CHC,SS,25,11.0,12,2,1,0,0,0,1,0,0,0,6,0.0,1.0,1,0.083,0.143,0.083,0.226
Brandon Lockridge,SD,OF,27,12.0,12,4,2,0,0,1,1,2,0,0,4,0.0,,0,0.167,0.167,0.417,0.584
Bryce Teodosio,LAA,OF,25,5.0,12,1,1,0,0,0,0,0,0,0,5,0.0,0.0,0,0.083,0.083,0.083,0.166
Amed Rosario,LAD,2B,29,5.0,11,1,3,1,0,0,2,1,1,1,2,0.0,0.0,0,0.273,0.333,0.364,0.697
Buddy Kennedy,PHI,3B,26,8.0,11,1,2,1,0,0,2,0,0,2,3,0.0,0.0,0,0.182,0.308,0.273,0.581
Buddy Kennedy,DET,3B,26,6.0,10,2,2,0,0,1,4,1,0,2,4,0.0,1.0,0,0.2,0.308,0.5,0.808
J.P. Martinez,ATL,OF,28,7.0,10,2,2,1,0,0,0,1,0,0,4,0.0,0.0,0,0.2,0.2,0.3,0.5
Oswald Peraza,NYY,3B,24,4.0,10,2,2,0,0,1,1,0,0,1,3,0.0,0.0,0,0.2,0.273,0.5,0.773
Livan Soto,BAL,SS,24,12.0,10,1,3,1,0,0,0,0,0,3,2,0.0,0.0,0,0.3,0.462,0.4,0.862
Kevin Alcantara,CHC,OF,22,3.0,10,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.1,0.1,0.1,0.2
Michael Helman,MIN,2B,28,9.0,10,2,3,2,0,0,0,0,0,0,3,0.0,0.0,0,0.3,0.3,0.5,0.8
Liover Peguero,PIT,SS,24,3.0,10,0,2,1,0,0,2,0,0,0,3,0.0,0.0,0,0.2,0.2,0.3,0.5
Tyler Heineman,TOR,C,33,6.0,10,2,1,0,0,0,0,0,0,3,5,0.0,0.0,0,0.1,0.308,0.1,0.408
Levi Jordan,CIN,3B,29,7.0,10,1,1,1,0,0,1,0,0,0,3,0.0,1.0,0,0.1,0.091,0.2,0.291
Vinny Capra,MIL,3B,28,3.0,9,1,1,1,0,0,0,0,0,0,3,0.0,0.0,0,0.111,0.111,0.222,0.333
Tony Kemp,BAL,2B,33,5.0,9,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0.0,0.1,0.0,0.1
Eddy Alvarez,NYM,2B,35,,9,2,0,0,0,0,0,0,0,1,2,0.0,0.0,1,0.0,0.182,0.0,0.182
Rob Brantly,TB,C,35,3.0,9,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.111,0.111,0.111,0.222
Zack Short,NYM,2B,29,10.0,9,2,1,0,0,0,0,0,1,2,4,1.0,0.0,0,0.111,0.273,0.111,0.384
Edwin Rios,CIN,1B,30,5.0,9,1,1,0,0,0,0,0,0,1,4,0.0,0.0,0,0.111,0.2,0.111,0.311
David Fletcher,ATL,2B,30,5.0,8,0,2,0,0,0,2,0,0,0,1,0.0,1.0,0,0.25,0.222,0.25,0.472
CJ Alexander,KC,3B,28,4.0,8,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,0.125,0.125,0.125,0.25
Conner Capel,CIN,OF,27,5.0,8,1,2,0,0,0,0,1,0,0,2,0.0,0.0,0,0.25,0.25,0.25,0.5
Ryan McKenna,BAL,OF,28,9.0,8,3,3,0,0,2,2,0,1,1,1,0.0,0.0,0,0.375,0.444,1.125,1.569
Cade Marlowe,SEA,OF,27,8.0,8,1,2,0,0,0,0,0,0,1,1,,0.0,0,0.25,0.333,0.25,0.583
Cooper Hummel,HOU,DH,30,6.0,8,0,0,0,0,0,0,1,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Matt Duffy,TEX,3B,34,4.0,7,2,2,0,0,0,0,0,0,2,1,0.0,0.0,1,0.286,0.5,0.286,0.786
Aramis Garcia,PHI,C,32,3.0,7,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Nick Ahmed,SD,SS,34,2.0,7,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.143,0.143,0.143,0.286
Zack Short,BOS,2B,29,2.0,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Grant Koch,PIT,C,28,3.0,7,1,0,0,0,0,0,0,0,1,6,0.0,0.0,0,0.0,0.125,0.0,0.125
Tristan Gray,MIA,1B,28,7.0,7,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Dustin Harris,TEX,OF,25,2.0,6,1,2,1,0,1,3,0,0,1,2,0.0,0.0,0,0.333,0.429,1.0,1.429
Andrew Knapp,SF,C,33,3.0,6,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.167,0.167,0.167,0.334
Diego A. Castillo,MIN,OF,27,4.0,6,3,2,1,0,0,2,0,0,2,1,0.0,0.0,0,0.333,0.5,0.5,1.0
Ryan McKenna,SF,OF,28,4.0,6,1,0,0,0,0,0,1,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Taylor Trammell,LAD,OF,27,5.0,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Jair Camargo,MIN,C,25,5.0,6,1,0,0,0,0,0,0,0,1,3,0.0,0.0,0,0.0,0.143,0.0,0.143
Tyler Gentry,KC,OF,26,3.0,5,0,0,0,0,0,0,0,0,0,2,,0.0,0,0.0,0.0,0.0,0.0
Stone Garrett,WSH,DH,29,2.0,5,2,3,1,0,1,3,0,0,1,0,0.0,0.0,0,0.6,0.667,1.4,2.067
Sandro Fabian,TEX,OF,26,3.0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Brian Anderson,ATL,3B,31,,5,0,0,0,0,0,0,0,0,0,2,,0.0,0,0.0,0.0,0.0,0.0
Cavan Biggio,ATL,2B,29,4.0,5,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.2,0.2,0.2,0.4
Greg Jones,COL,OF,26,6.0,5,1,1,0,0,1,1,0,0,1,4,0.0,0.0,0,0.2,0.333,0.8,1.133
Nick Maton,BAL,3B,28,5.0,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Brewer Hicklen,MIL,OF,29,3.0,5,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Samad Taylor,SEA,2B,26,3.0,5,2,2,0,0,0,0,0,0,0,1,0.0,0.0,0,0.4,0.4,0.4,0.8
Myles Straw,CLE,OF,30,7.0,4,2,1,0,0,0,0,2,0,0,0,0.0,0.0,0,0.25,0.25,0.25,0.5
Jose Devers,MIA,SS,25,3.0,4,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.25,0.25,0.25,0.5
Jose Tena,CLE,3B,23,3.0,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Aledmys Diaz,HOU,SS,34,2.0,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Duke Ellis,CWS,OF,27,8.0,4,1,0,0,0,0,0,4,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Matthew Batten,SD,3B,29,1.0,3,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0.333,0.333,1.0,1.333
Forrest Wall,MIA,OF,29,3.0,3,1,1,0,0,0,0,1,0,0,2,0.0,0.0,0,0.333,0.333,0.333,0.666
Orelvis Martinez,TOR,2B,23,1.0,3,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.333,0.333,0.333,0.666
Sam Huff,TEX,C,27,3.0,3,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0,0.0,0.25,0.0,0.25
Livan Soto,CIN,SS,24,1.0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Tyler Heineman,BOS,C,33,2.0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1,0.0,0.333,0.0,0.333
Cristian Pache,BAL,OF,26,3.0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,2.0
Taylor Trammell,NYY,OF,27,5.0,1,2,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,1.0,1.0,2.0
Daniel Johnson,BAL,OF,29,1.0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
David Banuelos,BAL,C,28,1.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Jacob Amaya,HOU,SS,26,1.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Duke Ellis,NYY,OF,27,3.0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,1.0,1.0,2.0
Chris Roller,MIL,OF,28,1.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Eric Yang,CIN,C,26,1.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Joey Wiemer,CIN,OF,26,2.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,1.0,0.0,1.0
